Date,Close Price
2018/9/24 0:00,244.46
2018/9/24 0:05,244.56
2018/9/24 0:10,244.2
2018/9/24 0:15,243.82
2018/9/24 0:20,244.07
2018/9/24 0:25,243.75
2018/9/24 0:30,244.06
2018/9/24 0:35,243.47
2018/9/24 0:40,243.52
2018/9/24 0:45,243.41
2018/9/24 0:50,243.06
2018/9/24 0:55,243.34
2018/9/24 1:00,242.9
2018/9/24 1:05,243.05
2018/9/24 1:10,242.95
2018/9/24 1:15,243.31
2018/9/24 1:20,243.22
2018/9/24 1:25,243.65
2018/9/24 1:30,243.78
2018/9/24 1:35,243.95
2018/9/24 1:40,244.03
2018/9/24 1:45,244.42
2018/9/24 1:50,244.28
2018/9/24 1:55,244.7
2018/9/24 2:00,244.55
2018/9/24 2:05,244.43
2018/9/24 2:10,244.44
2018/9/24 2:15,244.3
2018/9/24 2:20,244.48
2018/9/24 2:25,244.85
2018/9/24 2:30,244.77
2018/9/24 2:35,244.89
2018/9/24 2:40,244.74
2018/9/24 2:45,244.74
2018/9/24 2:50,244.48
2018/9/24 2:55,244.45
2018/9/24 3:00,244.63
2018/9/24 3:05,244.61
2018/9/24 3:10,244.6
2018/9/24 3:15,244.64
2018/9/24 3:20,244.56
2018/9/24 3:25,244.86
2018/9/24 3:30,245.05
2018/9/24 3:35,244.98
2018/9/24 3:40,245.03
2018/9/24 3:45,244.98
2018/9/24 3:50,245.07
2018/9/24 3:55,244.99
2018/9/24 4:00,244.93
2018/9/24 4:05,244.41
2018/9/24 4:10,244.53
2018/9/24 4:15,244.42
2018/9/24 4:20,244.33
2018/9/24 4:25,244.28
2018/9/24 4:30,244.22
2018/9/24 4:35,243.85
2018/9/24 4:40,243.8
2018/9/24 4:45,243.58
2018/9/24 4:50,243.49
2018/9/24 4:55,243.44
2018/9/24 5:00,242.86
2018/9/24 5:05,243.02
2018/9/24 5:10,242.67
2018/9/24 5:15,242.69
2018/9/24 5:20,242.6
2018/9/24 5:25,241.86
2018/9/24 5:30,241.97
2018/9/24 5:35,240.84
2018/9/24 5:40,240.49
2018/9/24 5:45,240.14
2018/9/24 5:50,240.2
2018/9/24 5:55,240.22
2018/9/24 6:00,240.42
2018/9/24 6:05,240.14
2018/9/24 6:10,239.94
2018/9/24 6:15,239.65
2018/9/24 6:20,239.46
2018/9/24 6:25,239.77
2018/9/24 6:30,240.13
2018/9/24 6:35,239.96
2018/9/24 6:40,239.93
2018/9/24 6:45,237.97
2018/9/24 6:50,237.3
2018/9/24 6:55,234.92
2018/9/24 7:00,234.91
2018/9/24 7:05,234.76
2018/9/24 7:10,235.09
2018/9/24 7:15,234.84
2018/9/24 7:20,236.04
2018/9/24 7:25,236.49
2018/9/24 7:30,236.19
2018/9/24 7:35,236.37
2018/9/24 7:40,235.87
2018/9/24 7:45,236.13
2018/9/24 7:50,235.83
2018/9/24 7:55,235.61
2018/9/24 8:00,235.59
2018/9/24 8:05,236.04
2018/9/24 8:10,235.69
2018/9/24 8:15,235.11
2018/9/24 8:20,235.03
2018/9/24 8:25,234.81
2018/9/24 8:30,234.65
2018/9/24 8:35,234.59
2018/9/24 8:40,233.37
2018/9/24 8:45,234.23
2018/9/24 8:50,233.94
2018/9/24 8:55,234.07
2018/9/24 9:00,234.53
2018/9/24 9:05,233.73
2018/9/24 9:10,233.53
2018/9/24 9:15,232.65
2018/9/24 9:20,233.28
2018/9/24 9:25,232.35
2018/9/24 9:30,233.28
2018/9/24 9:35,233.28
2018/9/24 9:40,233.17
2018/9/24 9:45,233
2018/9/24 9:50,233.15
2018/9/24 9:55,232.7
2018/9/24 10:00,232.23
2018/9/24 10:05,232.79
2018/9/24 10:10,232.98
2018/9/24 10:15,233.02
2018/9/24 10:20,233.11
2018/9/24 10:25,232.74
2018/9/24 10:30,232.93
2018/9/24 10:35,232.76
2018/9/24 10:40,233.74
2018/9/24 10:45,233.77
2018/9/24 10:50,234.24
2018/9/24 10:55,234.48
2018/9/24 11:00,234.51
2018/9/24 11:05,234.36
2018/9/24 11:10,234.21
2018/9/24 11:15,233.89
2018/9/24 11:20,234.37
2018/9/24 11:25,234.04
2018/9/24 11:30,233.76
2018/9/24 11:35,233.93
2018/9/24 11:40,233.08
2018/9/24 11:45,233.36
2018/9/24 11:50,233.4
2018/9/24 11:55,233.09
2018/9/24 12:00,233.56
2018/9/24 12:05,233.22
2018/9/24 12:10,233.56
2018/9/24 12:15,233.36
2018/9/24 12:20,233.64
2018/9/24 12:25,233.57
2018/9/24 12:30,234.07
2018/9/24 12:35,234.11
2018/9/24 12:40,234.24
2018/9/24 12:45,234.87
2018/9/24 12:50,235.1
2018/9/24 12:55,234.59
2018/9/24 13:00,234.96
2018/9/24 13:05,234.82
2018/9/24 13:10,234.68
2018/9/24 13:15,234.66
2018/9/24 13:20,234.66
2018/9/24 13:25,234.4
2018/9/24 13:30,234.37
2018/9/24 13:35,234.14
2018/9/24 13:40,234.1
2018/9/24 13:45,234.08
2018/9/24 13:50,234.44
2018/9/24 13:55,234.42
2018/9/24 14:00,235.17
2018/9/24 14:05,234.98
2018/9/24 14:10,235.24
2018/9/24 14:15,235.33
2018/9/24 14:20,235.14
2018/9/24 14:25,235.14
2018/9/24 14:30,234.48
2018/9/24 14:35,234.58
2018/9/24 14:40,234.6
2018/9/24 14:45,234.05
2018/9/24 14:50,234.52
2018/9/24 14:55,234.42
2018/9/24 15:00,234.18
2018/9/24 15:05,234.4
2018/9/24 15:10,234.42
2018/9/24 15:15,234.22
2018/9/24 15:20,234.15
2018/9/24 15:25,233.91
2018/9/24 15:30,233.86
2018/9/24 15:35,233.6
2018/9/24 15:40,233.46
2018/9/24 15:45,232.77
2018/9/24 15:50,233
2018/9/24 15:55,232.56
2018/9/24 16:00,232.47
2018/9/24 16:05,232.58
2018/9/24 16:10,233.32
2018/9/24 16:15,233.67
2018/9/24 16:20,233.8
2018/9/24 16:25,233.94
2018/9/24 16:30,233.96
2018/9/24 16:35,234.11
2018/9/24 16:40,234.3
2018/9/24 16:45,234.29
2018/9/24 16:50,234.59
2018/9/24 16:55,234.52
2018/9/24 17:00,234.23
2018/9/24 17:05,234.56
2018/9/24 17:10,235.15
2018/9/24 17:15,235.03
2018/9/24 17:20,235.06
2018/9/24 17:25,235.4
2018/9/24 17:30,235.79
2018/9/24 17:35,235.94
2018/9/24 17:40,236.44
2018/9/24 17:45,236.3
2018/9/24 17:50,236.35
2018/9/24 17:55,236.16
2018/9/24 18:00,236.16
2018/9/24 18:05,236.27
2018/9/24 18:10,236.39
2018/9/24 18:15,236.62
2018/9/24 18:20,236.45
2018/9/24 18:25,236.34
2018/9/24 18:30,236.35
2018/9/24 18:35,236.01
2018/9/24 18:40,235.97
2018/9/24 18:45,235.7
2018/9/24 18:50,236.09
2018/9/24 18:55,235.66
2018/9/24 19:00,235.81
2018/9/24 19:05,235.49
2018/9/24 19:10,235.47
2018/9/24 19:15,235.18
2018/9/24 19:20,235.14
2018/9/24 19:25,234.85
2018/9/24 19:30,234.9
2018/9/24 19:35,234.99
2018/9/24 19:40,234.97
2018/9/24 19:45,234.9
2018/9/24 19:50,234.97
2018/9/24 19:55,234.64
2018/9/24 20:00,234.51
2018/9/24 20:05,234.35
2018/9/24 20:10,234.36
2018/9/24 20:15,234.35
2018/9/24 20:20,234.41
2018/9/24 20:25,234.7
2018/9/24 20:30,234.46
2018/9/24 20:35,234.92
2018/9/24 20:40,234.85
2018/9/24 20:45,234.94
2018/9/24 20:50,235.21
2018/9/24 20:55,234.52
2018/9/24 21:00,234.94
2018/9/24 21:05,234.63
2018/9/24 21:10,234.9
2018/9/24 21:15,234.08
2018/9/24 21:20,233.98
2018/9/24 21:25,233.68
2018/9/24 21:30,234.02
2018/9/24 21:35,234.16
2018/9/24 21:40,234.49
2018/9/24 21:45,234.31
2018/9/24 21:50,234.42
2018/9/24 21:55,234.31
2018/9/24 22:00,234.06
2018/9/24 22:05,233.72
2018/9/24 22:10,233.4
2018/9/24 22:15,233.45
2018/9/24 22:20,232.86
2018/9/24 22:25,232.46
2018/9/24 22:30,232.27
2018/9/24 22:35,232.14
2018/9/24 22:40,231.99
2018/9/24 22:45,230.2
2018/9/24 22:50,230.47
2018/9/24 22:55,230.47
2018/9/24 23:00,230.4
2018/9/24 23:05,229.55
2018/9/24 23:10,228.09
2018/9/24 23:15,227.65
2018/9/24 23:20,227.87
2018/9/24 23:25,227.54
2018/9/24 23:30,228.48
2018/9/24 23:35,228.23
2018/9/24 23:40,228.06
2018/9/24 23:45,228.49
2018/9/24 23:50,228.33
2018/9/24 23:55,228.84
2018/9/25 0:00,228.85
2018/9/25 0:05,228.25
2018/9/25 0:10,227.97
2018/9/25 0:15,227.81
2018/9/25 0:20,226.87
2018/9/25 0:25,226.37
2018/9/25 0:30,226.2
2018/9/25 0:35,226.09
2018/9/25 0:40,226.4
2018/9/25 0:45,225.91
2018/9/25 0:50,226.12
2018/9/25 0:55,225.86
2018/9/25 1:00,225.96
2018/9/25 1:05,225.58
2018/9/25 1:10,224.82
2018/9/25 1:15,224.03
2018/9/25 1:20,224.18
2018/9/25 1:25,224.05
2018/9/25 1:30,223.69
2018/9/25 1:35,223.76
2018/9/25 1:40,224.14
2018/9/25 1:45,223.45
2018/9/25 1:50,223.8
2018/9/25 1:55,223.55
2018/9/25 2:00,223.15
2018/9/25 2:05,222.22
2018/9/25 2:10,221.64
2018/9/25 2:15,220.86
2018/9/25 2:20,221.25
2018/9/25 2:25,220.64
2018/9/25 2:30,220.73
2018/9/25 2:35,220.78
2018/9/25 2:40,220.46
2018/9/25 2:45,219.96
2018/9/25 2:50,220.72
2018/9/25 2:55,220.42
2018/9/25 3:00,221.05
2018/9/25 3:05,221.31
2018/9/25 3:10,221.72
2018/9/25 3:15,222.1
2018/9/25 3:20,222.15
2018/9/25 3:25,222.1
2018/9/25 3:30,222.69
2018/9/25 3:35,222.86
2018/9/25 3:40,222.73
2018/9/25 3:45,223.03
2018/9/25 3:50,222.45
2018/9/25 3:55,222.29
2018/9/25 4:00,222.29
2018/9/25 4:05,222.12
2018/9/25 4:10,222.07
2018/9/25 4:15,222
2018/9/25 4:20,222.15
2018/9/25 4:25,222.37
2018/9/25 4:30,222.4
2018/9/25 4:35,222.36
2018/9/25 4:40,222.06
2018/9/25 4:45,222.16
2018/9/25 4:50,222.37
2018/9/25 4:55,222.01
2018/9/25 5:00,222
2018/9/25 5:05,221.36
2018/9/25 5:10,221.73
2018/9/25 5:15,221.57
2018/9/25 5:20,221.7
2018/9/25 5:25,221.68
2018/9/25 5:30,221.37
2018/9/25 5:35,221.38
2018/9/25 5:40,221.93
2018/9/25 5:45,221.79
2018/9/25 5:50,221.94
2018/9/25 5:55,221.75
2018/9/25 6:00,221.73
2018/9/25 6:05,221.54
2018/9/25 6:10,221.15
2018/9/25 6:15,221.29
2018/9/25 6:20,221.17
2018/9/25 6:25,220.9
2018/9/25 6:30,218.02
2018/9/25 6:35,217.61
2018/9/25 6:40,216.93
2018/9/25 6:45,216.41
2018/9/25 6:50,215.06
2018/9/25 6:55,214.74
2018/9/25 7:00,213.18
2018/9/25 7:05,213.57
2018/9/25 7:10,213.69
2018/9/25 7:15,213.69
2018/9/25 7:20,213.51
2018/9/25 7:25,214.08
2018/9/25 7:30,214.07
2018/9/25 7:35,213.62
2018/9/25 7:40,212.23
2018/9/25 7:45,212.4
2018/9/25 7:50,211.41
2018/9/25 7:55,210.4
2018/9/25 8:00,210.59
2018/9/25 8:05,209.96
2018/9/25 8:10,211.6
2018/9/25 8:15,211.67
2018/9/25 8:20,212
2018/9/25 8:25,211.66
2018/9/25 8:30,211.87
2018/9/25 8:35,212.04
2018/9/25 8:40,212.44
2018/9/25 8:45,212.16
2018/9/25 8:50,212.58
2018/9/25 8:55,212.83
2018/9/25 9:00,212.71
2018/9/25 9:05,212.79
2018/9/25 9:10,213.12
2018/9/25 9:15,213.33
2018/9/25 9:20,213.11
2018/9/25 9:25,212.86
2018/9/25 9:30,213.33
2018/9/25 9:35,212.53
2018/9/25 9:40,212.2
2018/9/25 9:45,212.17
2018/9/25 9:50,212.05
2018/9/25 9:55,212.1
2018/9/25 10:00,212.02
2018/9/25 10:05,212.17
2018/9/25 10:10,212.22
2018/9/25 10:15,211.92
2018/9/25 10:20,211.54
2018/9/25 10:25,211.75
2018/9/25 10:30,211.26
2018/9/25 10:35,210.9
2018/9/25 10:40,211.07
2018/9/25 10:45,210.8
2018/9/25 10:50,211.08
2018/9/25 10:55,211.07
2018/9/25 11:00,211.09
2018/9/25 11:05,211.19
2018/9/25 11:10,211.38
2018/9/25 11:15,210.61
2018/9/25 11:20,210.46
2018/9/25 11:25,210.72
2018/9/25 11:30,210.51
2018/9/25 11:35,210.19
2018/9/25 11:40,208.55
2018/9/25 11:45,206.22
2018/9/25 11:50,206.68
2018/9/25 11:55,206.55
2018/9/25 12:00,207.35
2018/9/25 12:05,207.65
2018/9/25 12:10,208.37
2018/9/25 12:15,208.07
2018/9/25 12:20,208.26
2018/9/25 12:25,208.54
2018/9/25 12:30,209.15
2018/9/25 12:35,209.3
2018/9/25 12:40,210.07
2018/9/25 12:45,209.96
2018/9/25 12:50,210.93
2018/9/25 12:55,210.93
2018/9/25 13:00,211.72
2018/9/25 13:05,211.25
2018/9/25 13:10,211.56
2018/9/25 13:15,211.1
2018/9/25 13:20,211.03
2018/9/25 13:25,211.16
2018/9/25 13:30,211.12
2018/9/25 13:35,211.14
2018/9/25 13:40,211.22
2018/9/25 13:45,211.19
2018/9/25 13:50,211.67
2018/9/25 13:55,211.67
2018/9/25 14:00,210.93
2018/9/25 14:05,210.75
2018/9/25 14:10,210.18
2018/9/25 14:15,210.11
2018/9/25 14:20,210.19
2018/9/25 14:25,209.91
2018/9/25 14:30,210.18
2018/9/25 14:35,210.14
2018/9/25 14:40,210.7
2018/9/25 14:45,210.1
2018/9/25 14:50,210.54
2018/9/25 14:55,210.73
2018/9/25 15:00,210.77
2018/9/25 15:05,210.64
2018/9/25 15:10,210.58
2018/9/25 15:15,210.5
2018/9/25 15:20,210.55
2018/9/25 15:25,210.37
2018/9/25 15:30,210.3
2018/9/25 15:35,209.98
2018/9/25 15:40,209.19
2018/9/25 15:45,210.06
2018/9/25 15:50,209.99
2018/9/25 15:55,210.13
2018/9/25 16:00,210.57
2018/9/25 16:05,211.19
2018/9/25 16:10,211.16
2018/9/25 16:15,211.75
2018/9/25 16:20,211.8
2018/9/25 16:25,212.39
2018/9/25 16:30,212.73
2018/9/25 16:35,212.77
2018/9/25 16:40,213.15
2018/9/25 16:45,212.97
2018/9/25 16:50,212.54
2018/9/25 16:55,212.33
2018/9/25 17:00,212.01
2018/9/25 17:05,211.72
2018/9/25 17:10,211.94
2018/9/25 17:15,211.72
2018/9/25 17:20,211.55
2018/9/25 17:25,211.63
2018/9/25 17:30,211.28
2018/9/25 17:35,211.16
2018/9/25 17:40,211.29
2018/9/25 17:45,211.33
2018/9/25 17:50,211.02
2018/9/25 17:55,210.85
2018/9/25 18:00,210.48
2018/9/25 18:05,210.79
2018/9/25 18:10,209.98
2018/9/25 18:15,208.97
2018/9/25 18:20,209.55
2018/9/25 18:25,210.21
2018/9/25 18:30,210.34
2018/9/25 18:35,210.15
2018/9/25 18:40,210.24
2018/9/25 18:45,210.06
2018/9/25 18:50,210.35
2018/9/25 18:55,209.68
2018/9/25 19:00,210
2018/9/25 19:05,209.39
2018/9/25 19:10,209.29
2018/9/25 19:15,209.48
2018/9/25 19:20,209.58
2018/9/25 19:25,209.51
2018/9/25 19:30,209.61
2018/9/25 19:35,209.9
2018/9/25 19:40,209.83
2018/9/25 19:45,210.56
2018/9/25 19:50,210.72
2018/9/25 19:55,210.72
2018/9/25 20:00,210.91
2018/9/25 20:05,211.09
2018/9/25 20:10,211.1
2018/9/25 20:15,211.36
2018/9/25 20:20,211.85
2018/9/25 20:25,211.85
2018/9/25 20:30,212.47
2018/9/25 20:35,213.08
2018/9/25 20:40,214.71
2018/9/25 20:45,214.64
2018/9/25 20:50,214.99
2018/9/25 20:55,214.14
2018/9/25 21:00,214.14
2018/9/25 21:05,214.56
2018/9/25 21:10,215.17
2018/9/25 21:15,215.46
2018/9/25 21:20,215.81
2018/9/25 21:25,215.3
2018/9/25 21:30,215.51
2018/9/25 21:35,215.51
2018/9/25 21:40,214.35
2018/9/25 21:45,214.76
2018/9/25 21:50,215.49
2018/9/25 21:55,215.61
2018/9/25 22:00,216.88
2018/9/25 22:05,216.98
2018/9/25 22:10,216.76
2018/9/25 22:15,215.87
2018/9/25 22:20,215.95
2018/9/25 22:25,215.55
2018/9/25 22:30,215.85
2018/9/25 22:35,216.07
2018/9/25 22:40,215.58
2018/9/25 22:45,215.88
2018/9/25 22:50,215.9
2018/9/25 22:55,216.02
2018/9/25 23:00,215.72
2018/9/25 23:05,215.78
2018/9/25 23:10,215.37
2018/9/25 23:15,215.13
2018/9/25 23:20,215.26
2018/9/25 23:25,216.16
2018/9/25 23:30,215.75
2018/9/25 23:35,216.45
2018/9/25 23:40,218.11
2018/9/25 23:45,217.59
2018/9/25 23:50,217.8
2018/9/25 23:55,218.52